no,index,category,category_index,englishText,translation_slashed,translation_natural
218,[218],12_形容詞節１（関係代名詞）,[12],The immense bronze statue was erected as a memorial to the heroic statesman who sacrificed his life for the sake of democracy. ,その巨大な青銅の像は建てられた／記念碑として／その英雄の政治家への／すなわちその人は犠牲にした・自分の命を／民主主義のために。 ,民主主義のために自らの命を犠牲にした英雄の政治家を記念して，巨大なブロンズ像が建てられた。   
219,[219],12_形容詞節１（関係代名詞）,[12],I'm deeply concerned about millions of potential addicts who are not in the least aware of the grave dangers of drug and alcohol abuse. ,私は非常に心配している／以下について・非常に多くの潜在的な中毒者に（ついて）／すなわちその人達は少しも気づいていない／重大な危険性に／麻薬とアルコールの濫用の。 ,麻薬やアルコールの濫用がもたらす重大な危険性に全く気づいていない非常に多くの中毒予備軍に対して，私は大きな懸念を抱いています。   
220,[220],12_形容詞節１（関係代名詞）,[12],A large number of people participated in the peace march calling for the abolition of weapons that are capable of causing mass destruction. ,多数の人々が参加した／平和（運動のデモ）行進に／求めながら・廃止を／兵器の／すなわちそれは能力がある・もたらす・大量破壊を。 ,大量破壊兵器の撤廃を求めて，多数の人々が平和運動のデモ行進に参加した。   
221,[221],12_形容詞節１（関係代名詞）,[12],"The U.S. Congress, which corresponds to the British Parliament or the Japanese Diet, consists of the House and the Senate. ",米国議会は／すなわちそれは相当するが・英国議会や日本の国会に／成る・下院と上院から。 ,米国議会は，英国の議会や日本の国会に相当し，下院と上院から成る。   
222,[222],12_形容詞節１（関係代名詞）,[12],Some religious bodies resented the genetic engineering experiment that the chemists were engaged in to test their hypothesis. ,一部の宗教の団体が憤慨した・遺伝子の工学（の）実験に／すなわちそれに・その化学者達は取り組んでいたのだが／試すために・自分達の仮説を。 ,化学者達が自分達の仮説を試すために行っていた遺伝子工学の実験に対し，一部の宗教団体から憤慨の声が上がった。   
223,[223],12_形容詞節１（関係代名詞）,[12],This is the most mysterious phenomenon that I have ever observed and it could have far-reaching implications for the ecology of this region. ,これは最も不思議な現象である／すなわちそれを・私が今までに目にした中で／そしてそれはもつ可能性がある・広範囲にわたる影響を／生態にとって／この地域の。 ,これは私が今までに目撃した中で最も不思議な現象であり，今後さまざまな面でこの地域の生態系に影響を及ぼす可能性があります。   
224,[224],12_形容詞節１（関係代名詞）,[12],"The attached form will save you a lot of trouble when registering. All you have to do is confirm your address, fill in the relevant blanks,and put your signature to it.",その添付された用紙は省きます・あなたから・多くの手間を／登録する際に。全てのことは／（すなわちそれを）あなたが持つ／するために／確認することです・自分の住所を／そして埋めることです・関連する空欄を／そして記入することです・あなたの署名を／それに。 ,添付されている用紙を利用すれば登録の手間が大きく省けます。住所に間違いがないか確認し，関係する空欄に記入をして署名をするだけでよいのです。   
225,[225],12_形容詞節１（関係代名詞）,[12],"They called him a liar, which he was not; they accused him of being selfish, which he was not, either. He was really not the kind of person he was thought to be. ",彼らは呼んでいた・彼を・嘘つきと／（しかし）それでは・彼はなかった／／彼らは彼を非難した／利己的であると／（しかし）そうでは・彼はなかった／また同じく。彼は実際にはたぐいの人ではなかった／（すなわちそれで）彼があると思われていた（ような）。 ,彼らは彼のことを嘘つきだと言ったが，彼は嘘つきではなかった。彼らは彼を利己的だと非難したが，それもまた間違いだった。実際の彼は一般に思われていたような人ではなかった。   
226,[226],12_形容詞節１（関係代名詞）,[12],"An MC, which is short for Master of Ceremonies, is a person whose duty is to see that a certain formal social event takes place according to schedule.  ",ＭＣは／すなわちそれは短くしたものだが・Master of Ceremoniesを／人だ／すなわちその任務は取りはからうことである／以下のことを・なにがしかの公式な社交的催し物が行われるよう／予定通りに。 ,ＭＣ（司会進行役）とは Master of Ceremonies の略で，何らかの公式的で社交的なイベントが予定通り進行するように気を配る人のことです。   
227,[227],12_形容詞節１（関係代名詞）,[12],"She insisted that those single mothers, all of whom were badly off and had trouble providing for their children, deserved better welfare benefits.  ",彼女は主張した／次のことを・それらの独身の母親は／（すなわち）全てが／その人達の／貧しかったが／そして苦労をしていたが・養うのに・自分の子供達を／値すると・よりよい福祉給付に。 ,それらの独身の母親達はみな貧しく子供を養うのに苦労しているのだから，もっとまともな福祉手当を受けるべきだと彼女は主張した。   
