no,index,category,category_index,englishText,translation_slashed,translation_natural
125,[125],07_動名詞,[07],"Preserving our cultural heritage is of utmost importance. Likewise, it is most important to hand down our traditional values from generation to generation. ",保護することは・我々の文化的遺産を・この上ない重要性がある。同様に／それは極めて大切だ／受け渡すことは・我々の伝統的な価値観を／世代から世代へと。 ,文化的遺産を守っていくことは極めて重要です。同様に，伝統的な価値観を後の世代に伝えていくことも極めて大切です。   
126,[126],07_動名詞,[07],“Would you mind lending me some money?  I'm short of cash.” “You already owe me 80 bucks.  This time you will pay it back with interest.” ,「あなたは差し支えがあるでしょうか・貸すことに・私に・いくらかのお金を。私は不足しています・現金が」「あなたはすでに借りている・私に・80ドルを。今回は／あなたはそれを返済することになります／利子と共に」,「いくらか貸してもらっていいかな。手持ちの金が不足してるんだ」「まだあなたに貸した80ドル返してもらってないわよ。今回は利子を付けて返してもらいますからね」   
127,[127],07_動名詞,[07],"He made a solemn vow to give up gambling, but before long he violated that pledge, and I will not put up with him any longer. ",彼は行った・固い誓いを／やめるという・ギャンブルをすることを／しかし／間もなく／彼は破った・その誓いを／そして私は彼に我慢するつもりはない／これ以上は。 ,彼はギャンブルをやめると固く誓いましたが，ほどなくその誓いを破りました。それで私はもう彼に対してこれ以上の我慢はしません。   
128,[128],07_動名詞,[07],"This is what I did to lose weight.  First, I took up swimming, and second, I avoided eating between meals, and lastly, I cut down on high-calorie foods. ",これは以下です／何を私が行ったか（→私が行ったこと）／減らすために・体重を。一番目に／私は始めました・ 泳ぐことを／そして二番目に／私は避けました・ 食べることを／食事の間に／そして最後に／私は減らしました・ カロリーの高い食べ物を。 ,これは私が体重を減らすために行ったことですが，まず最初に水泳を始めて，次に間食を避け，最後にカロリーの高い食べ物の量を減らしました。   
129,[129],07_動名詞,[07],The ambitious general conquered the kingdom and ascended the throne; the monarch escaped being executed but was banished for life. ,その野心的な将軍は征服した・その王国を／そして登った・王位に／／その君主は免れた・処刑されることを／しかし／追放された／一生涯。 ,野心家の将軍は王国を征服し王位に就いた。君主は処刑を免れたが，国外に永久追放された。  
130,[130],07_動名詞,[07],"I can't help thinking she isn't fit for a teaching job. It is true her English is excellent, but when it comes to teaching, she is a little too self-righteous. ",私は避けることができない・思うことを／彼女が向いてはいないと／教える仕事に。それは事実である／彼女の英語が非常に優れているのは／しかし／話が及ぶと・教えることに／彼女は少し独善的すぎる。 ,彼女は教える仕事には向いてないと思わざるを得ません。英語力は確かに素晴らしいのですが，教えるということになると彼女は少し独善的過ぎるのです。   
131,[131],07_動名詞,[07],"Originally, the suspect denied ever being involved in conspiracy to murder, but afterward conscience compelled him to admit it. ",当初は／その容疑者は否認した・全くもって・かかわっていたことを・共謀に／殺人に対する／しかし／後になって／良心が彼に余儀なくさせた／それを認めることを。 ,その容疑者は当初，共謀殺人への関与を全面的に否定していたが，後になって良心の呵責（かしゃく）から関与を認めた。   
132,[132],07_動名詞,[07],"“She is such a calm, refined lady that I can't possibly imagine her using such foul, vulgar language.” “I guess she was temporarily insane.” ",「彼女はとても落ち着いていて上品な女性です／次のほど・私がとても想像できない（ほど）・彼女が用いることを・そのような汚い，下品なことばを」「私は推測する／彼女は一時的に正気ではなかったのだと」 ,「あの方は冷静で上品な女性ですから，そんな汚らしい下品なことばを使うなんて想像できません」「おそらく一時的に頭がおかしくなっていたのでしょう」   
133,[133],07_動名詞,[07],“You can't take advantage of your position as a woman now.  I remember your objecting to being treated as one.” “I don't remember saying that!” ,「君は利用できない・自分の立場を／女性としての／今になって。私は覚えている・君が異議を唱えたことを／扱われることに／女性として」「私は覚えていない・それを言ったことを」 ,「今さら女性という立場を利用しようとしてもだめだよ。君は女性として扱われることに異議を唱えていたはずだ」「そんなことを言った覚えはありません」   
134,[134],07_動名詞,[07],"I'll never forget feeling so nervous on that job interview. While waiting my turn, I was so tense I could feel my heart beating in my throat.  ",私は（今後）決して忘れない・気持ちであったことを・とても緊張した／あの仕事の面接で。間に・待っている（間に）・自分の順番を／私はとても緊張していた／私が感じることができるほど・自分の心臓が・繰り返し打っているのを／自分の喉の部分で。 ,あの面接試験での緊張感は一生忘れませんね。順番を待っている間，緊張で心臓が口から飛び出しそうでしたよ。   
135,[135],07_動名詞,[07],"I ran out of patience and told him, “You are not too particular about what you wear, so why don't you try wearing a different tie for a change?” ",私はなった・辛抱が切れた状態に／そして彼に言った／「あなたはあまり好みがうるさくはない／あなたが身につけるものについて／／だから／試してみてはいかがですか・身につけることを・異なるネクタイを／変化をつけるために」 ,私は我慢できなくなって彼に言った。「あなたって身につける物については少々無頓着ね。たまにはちょっと違うネクタイを着けてみたらどう？」   
136,[136],07_動名詞,[07],"After reviewing our present mode of operation, the consultant pointed out that it needed modifying to reflect the conditions facing us.  ",後に・調べた（後に）・我々の現在の方法を／運営の／そのコンサルタントは指摘した／次のことを・それ（＝我々のやり方）は必要であると・修正することが／反映するように・状況を／私達の目の前にある。 ,コンサルタントは我々の現在の運営方法を調べた後，我々が直面する現状に合うように運営の仕方を修正する必要があると指摘した。   
137,[137],07_動名詞,[07],The respected physicist emphasized the necessity of increasing the quality of science education in primary and secondary schools. ,その尊敬されている物理学者は強調した・必要性を／高めることの・質を／科学教育の／初等と中等の学校における。 ,尊敬を集めるその物理学者は，初等学校と中等学校において科学教育の質を高める必要があると力説した。   
138,[138],07_動名詞,[07],Kate insisted on giving me English lessons in exchange for my teaching her the art of flower arrangement and the rituals of the tea ceremony. ,ケイトは強く求めた／与えることを・私に・英語のレッスンを／交換に・私が教えることと・彼女に・芸術を／花のアレンジの／また作法を／茶の儀式の。 ,ケイトは，私が彼女に生け花と茶道を教えて，それと引き換えに彼女が私に英語のレッスンを行うということにしよう，と強くせがんだ。   
139,[139],07_動名詞,[07],"Instead of responding submissively to our reproach, he came up with an elaborate, contradictory excuse to justify his conduct.  ",代わりに・応じることの／服従的に／我々の非難に／彼は考え出した・複雑で矛盾した言い訳を／正当化するための・自分の行いを。 ,彼は，我々の非難に対して素直に応じることなく，自分の行いを正当化するために複雑で矛盾した言い訳を行った。   
140,[140],07_動名詞,[07],"“I'm not accustomed to handling such delicate cases, so I don't know if I can carry on with this.” “Don't worry.  Sooner or later you'll get used to it.” ",「私は慣れていない・扱うことに・そんな繊細な問題を／だから／私はわからない／私が続けられるかどうか／これを」「心配するな。早かれ遅かれ／君はそれに慣れる」,「このような繊細な問題を扱うことには慣れていませんので，私にこれが続けられるかどうかわかりません」「心配しなくて大丈夫。そのうち慣れるから」   
141,[141],07_動名詞,[07],"In addition to being a noted philosopher, Professor Scott is a distinguished authority on Greek legends, folk tales, myths, and fables. ",加えて・有名な哲学者であることに／スコット教授は著名な権威である／以下に関しての・ギリシャの伝説と民話と神話と寓話に（関しての）。 ,スコット教授は有名な哲学者であると同時に，ギリシャの伝説，民話，神話，寓話の権威者としても名高い。   
142,[142],07_動名詞,[07],"When he contemplated committing suicide, he was in the depths of despair at the prospect of never regaining his reputation again. ",次の時・彼が考えていた（時）・行うことを・自殺を／／彼はいた／どん底に／絶望の／見通しのもとで／決して取り戻せないという・自分に対する良い評価を／再び。 ,自殺を考えていた当時の彼は，失った信用を二度と回復できないと考え絶望の淵にあった。   
143,[143],07_動名詞,[07],The papers denounced the premier for not having taken any effective measures to help reverse the gradual decline in people's standard of living. ,それらの新聞は厳しく批判した・首相を／（それまでに）取っていないことが理由で・いかなる有効な方策も／助けるための・逆転させるのを・徐々の下落を／人々の水準の／生活の。 ,新聞各紙は，国民の生活水準が徐々に低下しているにもかかわらず，それを上昇に転じさせるための方策を取っていないことに対し，首相を厳しく批判した。   
144,[144],07_動名詞,[07],"A sightseeing bus pulled up in front of the railroad station, picked up dozens of tourists, and pulled out into heavy traffic.  ",一台の観光バスが止まった／前に・その鉄道駅の／（そして）乗せた・たくさんの観光客を／そして発車した／量の多い乗物の流れの中へと。 ,観光バスが駅の前に止まり，たくさんの観光客を乗せて渋滞の流れの中へと出ていった。   
